EventID,EventType,StartDateTime,EndDateTime,EnteredOn,EventAgency,ParkingHeld,Borough,CommunityBoard(s),PolicePrecinct(s),Category,SubCategoryName,Country,ZipCode(s)
698597,Shooting Permit,03/08/2023 07:00:00 AM,03/08/2023 11:00:00 PM,02/28/2023 04:53:42 PM,"Mayor's Office of Film, Theatre & Broadcasting","7 AVENUE SOUTH between WEST   11 STREET and WEST    4 STREET,  BLEECKER STREET between 8 AVENUE and PERRY STREET,  PERRY STREET between WEST    4 STREET and BLEECKER STREET,  WEST    4 STREET between WEST   11 STREET and PERRY STREET,  GREENWICH AVENUE between WEST   12 STREET and WEST   11 STREET,  BLEECKER STREET between PERRY STREET and CHARLES STREET,  PERRY STREET between WEST    4 STREET and WAVERLY PLACE,  WEST   13 STREET between 7 AVENUE and GREENWICH AVENUE,  6 AVENUE between CARMINE STREET and MINETTA STREET,  6 AVENUE between WAVERLY PLACE and WEST    3 STREET,  WEST    3 STREET between 6 AVENUE and MACDOUGAL STREET,  WEST    4 STREET between 6 AVENUE and MACDOUGAL STREET,  WASHINGTON SQUARE SOUTH between MACDOUGAL STREET and SULLIVAN STREET,  BROADWAY between SPRING STREET and GRAND STREET,  BROOME STREET between GREENE STREET and LAFAYETTE STREET,  GRAND STREET between GREENE STREET and BROADWAY,  MERCER STREET between GRAND STREET and HOWARD STREET,  CANAL STREET between MERCER STREET and BROADWAY,  MERCER STREET between HOWARD STREET and CANAL STREET",Manhattan,"1, 2","1, 5, 6",Television,Episodic series,United States of America,"10011, 10012, 10013, 10014"
698585,Shooting Permit,03/02/2023 07:00:00 AM,03/02/2023 08:00:00 PM,02/28/2023 04:13:48 PM,"Mayor's Office of Film, Theatre & Broadcasting","KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE,  NORTH HENRY STREET between GREENPOINT AVENUE and NORMAN AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
698580,Shooting Permit,03/03/2023 06:00:00 AM,03/03/2023 08:00:00 PM,02/28/2023 03:59:36 PM,"Mayor's Office of Film, Theatre & Broadcasting","MYRTLE AVENUE between GROVE STREET and LINDEN STREET,  LINDEN STREET between MYRTLE AVENUE and WYKOFF AVENUE",Brooklyn,4,83,Still Photography,Not Applicable,United States of America,11237
698579,Shooting Permit,03/07/2023 06:00:00 AM,03/07/2023 11:00:00 PM,02/28/2023 03:58:38 PM,"Mayor's Office of Film, Theatre & Broadcasting","MANHATTAN AVENUE between FREEMAN STREET and EAGLE STREET,  EAGLE STREET between FRANKLIN STREET and MANHATTAN AVENUE,  FRANKLIN STREET between GREEN STREET and EAGLE STREET,  FREEMAN STREET between MANHATTAN AVENUE and FRANKLIN STREET,  31 STREET between 47 AVENUE and 48 AVENUE,  MANHATTAN AVENUE between DUPONT STREET and EAGLE STREET",Brooklyn,"1, 2","108, 94",Television,Episodic series,United States of America,"11101, 11222"
698574,Theater Load in and Load Outs,03/08/2023 12:01:00 AM,03/11/2023 11:59:00 PM,02/28/2023 03:38:09 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   31 STREET between 7 AVENUE and 8 AVENUE,  8 AVENUE between WEST   31 STREET and WEST   33 STREET",Manhattan,"4, 5",14,Theater,Theater,United States of America,"10001, 10121"
698560,Shooting Permit,03/08/2023 12:01:00 AM,03/08/2023 11:58:00 PM,02/28/2023 03:02:36 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   24 STREET between 5 AVENUE and 6 AVENUE,Manhattan,5,13,Commercial,Promo,United States of America,10010
698559,Shooting Permit,03/07/2023 12:01:00 AM,03/07/2023 11:59:00 PM,02/28/2023 02:58:29 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   24 STREET between 5 AVENUE and 6 AVENUE,Manhattan,5,13,Commercial,Promo,United States of America,10010
698558,Shooting Permit,03/06/2023 12:01:00 AM,03/06/2023 11:58:00 PM,02/28/2023 02:53:46 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   24 STREET between 5 AVENUE and 6 AVENUE,Manhattan,5,13,Commercial,Promo,United States of America,10010
698557,Shooting Permit,03/03/2023 06:30:00 AM,03/03/2023 08:30:00 PM,02/28/2023 02:53:15 PM,"Mayor's Office of Film, Theatre & Broadcasting","COVERT STREET between WYCKOFF AVENUE and IRVING AVENUE,  IRVING AVENUE between ELDERT STREET and COVERT STREET,  COVERT ST between WYCKOFF AVENUE and IRVING AVENUE",Queens,"4, 5","104, 83",Television,Episodic series,United States of America,"11237, 11385"
698556,Shooting Permit,03/05/2023 12:01:00 AM,03/05/2023 11:59:00 PM,02/28/2023 02:49:25 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   24 STREET between 5 AVENUE and 6 AVENUE,Manhattan,5,13,Commercial,Promo,United States of America,10010
698545,Shooting Permit,03/02/2023 10:00:00 AM,03/03/2023 12:00:00 PM,02/28/2023 02:21:07 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   51 STREET between 11 AVENUE and 12 AVENUE,Manhattan,4,18,Television,Talk Show,United States of America,10019
698538,Shooting Permit,03/06/2023 06:00:00 AM,03/06/2023 11:00:00 PM,02/28/2023 02:01:14 PM,"Mayor's Office of Film, Theatre & Broadcasting","MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE,  KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
698524,Shooting Permit,03/07/2023 07:00:00 AM,03/08/2023 01:00:00 AM,02/28/2023 01:27:26 PM,"Mayor's Office of Film, Theatre & Broadcasting","BROADWAY between WEST   37 STREET and WEST   36 STREET,  BROADWAY between WEST   37 STREET and WEST   38 STREET,  6 AVENUE between WEST   38 STREET and WEST   36 STREET,  WEST   37 STREET between BROADWAY and 6 AVENUE,  WEST   37 STREET between 7 AVENUE and BROADWAY,  BROADWAY between WEST   39 STREET and WEST   38 STREET,  WEST   38 STREET between 7 AVENUE and BROADWAY,  WEST   38 STREET between BROADWAY and 5 AVENUE",Manhattan,5,14,Television,Episodic series,United States of America,10018
698520,Shooting Permit,03/06/2023 07:00:00 AM,03/06/2023 09:00:00 PM,02/28/2023 01:19:06 PM,"Mayor's Office of Film, Theatre & Broadcasting","BARROW STREET between GREENWICH STREET and HUDSON STREET,  GREENWICH STREET between CHRISTOPHER STREET and BARROW STREET,  GREENWICH STREET between LEROY STREET and MORTON STREET,  HUDSON STREET between KING STREET and WEST HOUSTON STREET,  HUDSON STREET between MORTON STREET and WEST HOUSTON STREET,  WEST HOUSTON STREET between GREENWICH STREET and HUDSON STREET,  MORTON STREET between WEST STREET and WASHINGTON STREET,  LEROY STREET between WEST STREET and WASHINGTON STREET,  WEST STREET between MORTON STREET and CLARKSON STREET,  BROADWAY between WEST   37 STREET and WEST   36 STREET,  BROADWAY between WEST   37 STREET and WEST   38 STREET,  6 AVENUE between WEST   38 STREET and WEST   36 STREET,  WEST   37 STREET between BROADWAY and 6 AVENUE,  WEST   37 STREET between BROADWAY and 7 AVENUE,  BROADWAY between WEST   39 STREET and WEST   38 STREET,  WEST   38 STREET between 7 AVENUE and BROADWAY,  WEST   38 STREET between BROADWAY and 5 AVENUE",Manhattan,"2, 5","1, 14, 6",Television,Episodic series,United States of America,"10014, 10018"
698515,Theater Load in and Load Outs,03/25/2023 12:01:00 AM,03/26/2023 06:00:00 AM,02/28/2023 12:57:29 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST  176 STREET between BROADWAY and WADSWORTH AVENUE,  WADSWORTH AVENUE between WEST  175 STREET and WEST  176 STREET",Manhattan,12,33,Theater,Theater,United States of America,10033
698502,Shooting Permit,03/08/2023 01:00:00 AM,03/08/2023 01:00:00 PM,02/28/2023 12:11:18 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
698497,Shooting Permit,03/03/2023 06:00:00 AM,03/03/2023 11:00:00 PM,02/28/2023 12:07:26 PM,"Mayor's Office of Film, Theatre & Broadcasting","MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE,  KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
698496,Rigging Permit,03/01/2023 08:30:00 AM,03/01/2023 02:00:00 PM,02/28/2023 12:07:21 PM,"Mayor's Office of Film, Theatre & Broadcasting",WASHINGTON PLACE between BROADWAY and MERCER STREET,Manhattan,2,6,Student,Not Applicable,United States of America,10003
698494,Shooting Permit,03/02/2023 08:00:00 AM,03/03/2023 02:00:00 AM,02/28/2023 12:03:59 PM,"Mayor's Office of Film, Theatre & Broadcasting","MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE,  KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
698469,Shooting Permit,03/03/2023 03:00:00 AM,03/03/2023 01:00:00 PM,02/28/2023 11:21:40 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
698463,Shooting Permit,03/07/2023 08:00:00 AM,03/07/2023 08:00:00 PM,02/28/2023 11:04:29 AM,"Mayor's Office of Film, Theatre & Broadcasting","30 PLACE between 47 AVENUE and 48 AVENUE,  30 STREET between 47 AVENUE and 48 AVENUE,  48 AVENUE between 30 STREET and 30 PLACE",Queens,2,108,Television,Episodic series,United States of America,11101
698461,Shooting Permit,03/06/2023 08:00:00 AM,03/06/2023 08:00:00 PM,02/28/2023 11:03:45 AM,"Mayor's Office of Film, Theatre & Broadcasting","30 PLACE between 47 AVENUE and 48 AVENUE,  30 STREET between 47 AVENUE and 48 AVENUE,  48 AVENUE between 30 STREET and 30 PLACE",Queens,2,108,Television,Episodic series,United States of America,11101
698456,Theater Load in and Load Outs,03/02/2023 12:01:00 AM,03/02/2023 11:59:00 PM,02/28/2023 10:47:50 AM,"Mayor's Office of Film, Theatre & Broadcasting","FROST STREET between DEBEVOISE AVENUE and MORGAN AVENUE,  DEBEVOISE AVENUE between FROST STREET and RICHARDSON STREET",Brooklyn,1,94,Theater,Theater,United States of America,11222
698447,Shooting Permit,03/03/2023 08:30:00 AM,03/03/2023 11:00:00 PM,02/28/2023 10:29:04 AM,"Mayor's Office of Film, Theatre & Broadcasting","JEROME AVENUE between EAST  198 STREET and MINERVA PLACE,  JEROME AVENUE between MINERVA PLACE and BEDFORD PARK BOULEVARD,  MINERVA PLACE between JEROME AVENUE and GRAND CONCOURSE,  GOULDEN AVENUE between WEST  197 STREET and BEDFORD PARK BLVD WEST,  BEDFORD PARK BLVD WEST between PAUL AVENUE and GOULDEN AVENUE",Bronx,"7, 8","50, 52",Television,Episodic series,United States of America,10468
698438,Shooting Permit,03/03/2023 07:00:00 AM,03/03/2023 09:00:00 PM,02/28/2023 09:53:05 AM,"Mayor's Office of Film, Theatre & Broadcasting","MESEROLE AVENUE between DIAMOND STREET and JEWEL STREET,  JEWEL STREET between CALYER STREET and MESEROLE AVENUE,  DIAMOND STREET between CALYER STREET and MESEROLE AVENUE,  CALYER STREET between JEWEL STREET and MOULTRIE STREET,  CALYER STREET between DIAMOND STREET and JEWEL STREET,  MESEROLE AVENUE between MOULTRIE STREET and HUMBOLDT STREET,  HUMBOLDT ST between MESEROLE AVENUE and NORMAN AVENUE",Brooklyn,1,94,Television,Cable-episodic,United States of America,11222
698432,Shooting Permit,03/02/2023 06:00:00 AM,03/02/2023 10:00:00 PM,02/28/2023 09:09:31 AM,"Mayor's Office of Film, Theatre & Broadcasting","VAN BRUNT STREET between DEAD END and VAN DYKE STREET,  BEARD STREET between VAN BRUNT STREET and RICHARDS STREET,  BEARD STREET between VAN BRUNT STREET and CONOVER STREET,  CONOVER STREET between REED STREET and BEARD STREET,  REED STREET between CONOVER STREET and VAN BRUNT STREET",Brooklyn,6,76,Television,Episodic series,United States of America,11231
698429,Shooting Permit,03/07/2023 06:00:00 AM,03/07/2023 11:00:00 PM,02/28/2023 08:30:13 AM,"Mayor's Office of Film, Theatre & Broadcasting","METROPOLITAN AVENUE between 83 AVENUE and BREVOORT STREET,  AUSTIN STREET between 82 ROAD and LEFFERTS BOULEVARD,  AUSTIN STREET between LEFFERTS BOULEVARD and 84 ROAD,  LEFFERTS BOULEVARD between AUSTIN STREET and GRENFELL STREET,  GRENFELL STREET between AUDLEY STREET and 83 AVENUE,  83 AVENUE between GRENFELL STREET and BEVERLY ROAD,  LEFFERTS BOULEVARD between BEVERLY ROAD and METROPOLITAN AVENUE",Queens,9,102,Television,Episodic series,United States of America,11415
698425,Shooting Permit,03/03/2023 10:00:00 AM,03/04/2023 02:00:00 AM,02/28/2023 07:39:04 AM,"Mayor's Office of Film, Theatre & Broadcasting","WEST  107 STREET between BROADWAY and AMSTERDAM AVENUE,  BROADWAY between WEST  105 STREET and WEST  108 STREET,  BROADWAY between WEST  108 STREET and WEST  109 STREET,  WEST  106 STREET between BROADWAY and AMSTERDAM AVENUE,  WEST  108 STREET between BROADWAY and AMSTERDAM AVENUE,  AMSTERDAM AVENUE between WEST  107 STREET and WEST  108 STREET,  AMSTERDAM AVENUE between WEST  103 STREET and WEST  104 STREET",Manhattan,7,24,Television,Pilot,United States of America,10025
698403,Shooting Permit,03/06/2023 08:00:00 AM,03/06/2023 08:00:00 PM,02/27/2023 10:13:27 PM,"Mayor's Office of Film, Theatre & Broadcasting",BELMONT AVENUE between ALABAMA AVENUE and GEORGIA AVENUE,Brooklyn,5,75,Film,Feature,United States of America,11207
698335,Shooting Permit,03/02/2023 08:30:00 AM,03/03/2023 12:00:00 AM,02/27/2023 05:48:38 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST  155 STREET between BROADWAY and AMSTERDAM AVENUE,  WEST  156 STREET between BROADWAY and AMSTERDAM AVENUE,  AMSTERDAM AVENUE between WEST  152 STREET and WEST  155 STREET,  AMSTERDAM AVENUE between WEST  155 STREET and WEST  156 STREET,  AMSTERDAM AVENUE between WEST  156 STREET and WEST  157 STREET,  WEST  153 STREET between BROADWAY and AMSTERDAM AVENUE,  WEST  155 STREET between BROADWAY and AMSTERDAM AVENUE,  BROADWAY between WEST  152 STREET and WEST  155 STREET",Manhattan,"12, 9","30, 33",Television,Pilot,United States of America,"10031, 10032, 10034"
698332,Shooting Permit,03/06/2023 06:00:00 AM,03/06/2023 11:00:00 PM,02/27/2023 05:41:25 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   73 STREET between 3 AVENUE and LEXINGTON AVENUE,  3 AVENUE between EAST   72 STREET and EAST   74 STREET,  EAST   74 STREET between 3 AVENUE and LEXINGTON AVENUE,  LEXINGTON AVENUE between EAST   72 STREET and EAST   77 STREET,  EAST   74 STREET between 1 AVENUE and 2 AVENUE",Manhattan,8,19,Television,Episodic series,United States of America,"10021, 10075"
698331,Shooting Permit,03/06/2023 07:00:00 AM,03/06/2023 09:00:00 PM,02/27/2023 05:35:50 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   22 STREET between PARK AVENUE SOUTH and LEXINGTON AVENUE,  EAST   22 STREET between PARK AVENUE SOUTH and BROADWAY,  PARK AVENUE SOUTH between EAST   25 STREET and EAST   21 STREET,  EAST   24 STREET between PARK AVENUE SOUTH and LEXINGTON AVENUE,  EAST   23 STREET between PARK AVENUE SOUTH and LEXINGTON AVENUE,  LEXINGTON AVENUE between EAST   24 STREET and EAST   22 STREET,  EAST   23 STREET between LEXINGTON AVENUE and 3 AVENUE,  EAST   21 STREET between PARK AVENUE SOUTH and LEXINGTON AVENUE",Manhattan,"5, 6",13,Television,Episodic series,United States of America,"10003, 10010"
698298,Shooting Permit,03/01/2023 07:00:00 AM,03/01/2023 09:00:00 PM,02/27/2023 03:45:32 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   46 STREET between 11 AVENUE and 12 AVENUE,  11 AVENUE between WEST   45 STREET and WEST   46 STREET,  WEST   47 STREET between 10 AVENUE and 11 AVENUE,  WEST   46 STREET between 9 AVENUE and 10 AVENUE,  WEST   46 STREET between 10 AVENUE and 11 AVENUE,  WEST   46 STREET between 11 AVENUE and 12 AVENUE,  11 AVENUE between WEST   46 STREET and WEST   49 STREET,  WEST   45 STREET between 8 AVENUE and 9 AVENUE",Manhattan,4,"14, 18",Television,Pilot,United States of America,"10019, 10036"
698283,Shooting Permit,03/10/2023 07:00:00 AM,03/10/2023 09:00:00 PM,02/27/2023 03:08:25 PM,"Mayor's Office of Film, Theatre & Broadcasting","22 STREET between QUEENS PLAZA SOUTH and 43 AVENUE,  43 AVENUE between 21 STREET and 22 STREET,  21 STREET between QUEENS PLAZA SOUTH and 43 AVENUE,  QUEENS PLAZA SOUTH between 21 STREET and 22 STREET",Queens,2,108,Television,Episodic series,United States of America,11101
698281,Shooting Permit,03/06/2023 07:00:00 AM,03/06/2023 09:00:00 PM,02/27/2023 03:03:36 PM,"Mayor's Office of Film, Theatre & Broadcasting","22 STREET between 43 AVENUE and QUEENS PLAZA SOUTH,  43 AVENUE between 22 STREET and 21 STREET,  21 STREET between QUEENS PLAZA SOUTH and 43 AVENUE,  QUEENS PLAZA SOUTH between 21 STREET and 22 STREET",Queens,2,108,Television,Episodic series,United States of America,11101
698260,DCAS Prep/Shoot/Wrap Permit,03/12/2023 06:00:00 AM,03/12/2023 07:00:00 PM,02/27/2023 02:00:59 PM,"Mayor's Office of Film, Theatre & Broadcasting","CENTRE STREET between WORTH STREET and PEARL STREET,  WORTH STREET between CENTRE STREET and BAXTER STREET",Manhattan,1,5,Film,Feature,United States of America,"10007, 10013"
698259,Shooting Permit,03/01/2023 07:00:00 AM,03/01/2023 11:00:00 PM,02/27/2023 01:59:38 PM,"Mayor's Office of Film, Theatre & Broadcasting","RUSSELL STREET between NORMAN AVENUE and MESEROLE AVENUE,  MESEROLE AVENUE between RUSSELL STREET and NORTH HENRY STREET,  NORTH HENRY STREET between MESEROLE AVENUE and NORMAN AVENUE,  NORMAN AVENUE between NORTH HENRY STREET and RUSSELL STREET,  N HENRY STREET between GREENPOINT AVENUE and CALYER STREET,  RUSSELL STREET between GREENPOINT AVENUE and CALYER STREET,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
698249,Shooting Permit,03/01/2023 11:00:00 AM,03/01/2023 11:00:00 PM,02/27/2023 01:34:43 PM,"Mayor's Office of Film, Theatre & Broadcasting","BROADWAY between WEST   76 STREET and WEST   75 STREET,  CROSBY STREET between JERSEY STREET and PRINCE STREET",Manhattan,"2, 7","20, 5",Student,Student Film,United States of America,"10012, 10023"
698242,Shooting Permit,03/02/2023 06:00:00 AM,03/02/2023 09:00:00 PM,02/27/2023 01:22:23 PM,"Mayor's Office of Film, Theatre & Broadcasting","44 ROAD between 24 STREET and CRESCENT STREET,  CRESCENT STREET between 44 ROAD and 43 AVENUE,  CRESCENT STREET between 44 ROAD and HUNTER STREET,  44 DRIVE between HUNTER STREET and JACKSON AVENUE,  44 DRIVE between JACKSON AVENUE and THOMSON AVENUE,  THOMSON AVENUE between JACKSON AVENUE and COURT SQUARE E,  THOMSON AVENUE between COURT SQUARE EAST and 44TH DRIVE,  COURT SQUARE EAST between THOMSON AVENUE and DEAD END,  44 DRIVE between 23 STREET and HUNTER STREET,  43 AVENUE between 23 STREET and 24 STREET",Queens,2,108,Television,Episodic series,United States of America,11101
698211,Shooting Permit,03/01/2023 03:00:00 PM,03/01/2023 10:00:00 PM,02/27/2023 11:44:05 AM,"Mayor's Office of Film, Theatre & Broadcasting",EAST   49 STREET between FDR DRIVE and 1 AVENUE,Manhattan,6,17,Television,Episodic series,United States of America,"10017, 10022"
698209,Theater Load in and Load Outs,03/18/2023 06:00:00 AM,03/19/2023 06:00:00 AM,02/27/2023 11:41:55 AM,"Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST   73 STREET and WEST   75 STREET,  WEST   75 STREET between AMSTERDAM AVENUE and BROADWAY,  BROADWAY between WEST   74 STREET and WEST   75 STREET",Manhattan,7,20,Theater,Theater,United States of America,10023
698208,Theater Load in and Load Outs,03/31/2023 06:00:00 AM,04/01/2023 06:00:00 AM,02/27/2023 11:41:13 AM,"Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST   73 STREET and WEST   75 STREET,  WEST   75 STREET between AMSTERDAM AVENUE and BROADWAY,  BROADWAY between WEST   74 STREET and WEST   75 STREET",Manhattan,7,20,Theater,Theater,United States of America,10023
698206,Theater Load in and Load Outs,03/25/2023 06:00:00 AM,03/26/2023 06:00:00 AM,02/27/2023 11:40:28 AM,"Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST   73 STREET and WEST   75 STREET,  WEST   75 STREET between AMSTERDAM AVENUE and BROADWAY,  WEST   75 STREET between AMSTERDAM AVENUE and BROADWAY",Manhattan,7,20,Theater,Theater,United States of America,10023
698205,Theater Load in and Load Outs,03/24/2023 06:00:00 AM,03/25/2023 05:30:00 AM,02/27/2023 11:39:49 AM,"Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST   73 STREET and WEST   75 STREET,  WEST   75 STREET between AMSTERDAM AVENUE and BROADWAY,  BROADWAY between WEST   74 STREET and WEST   75 STREET",Manhattan,7,20,Theater,Theater,United States of America,10023
