EventID,EventType,StartDateTime,EndDateTime,EnteredOn,EventAgency,ParkingHeld,Borough,CommunityBoard(s),PolicePrecinct(s),Category,SubCategoryName,Country,ZipCode(s)
709440,Theater Load in and Load Outs,04/22/2023 12:00:00 PM,04/22/2023 11:59:00 PM,04/18/2023 10:35:54 AM,"Mayor's Office of Film, Theatre & Broadcasting",ASHLAND PLACE between FULTON STREET and DEKALB AVENUE,Brooklyn,2,88,Theater,Theater,United States of America,11217
709429,Shooting Permit,04/24/2023 06:00:00 AM,04/24/2023 08:00:00 PM,04/18/2023 10:13:35 AM,"Mayor's Office of Film, Theatre & Broadcasting",HUDSON STREET between GROVE STREET and BARROW STREET,Manhattan,2,6,Still Photography,Not Applicable,United States of America,10014
709420,Theater Load in and Load Outs,04/21/2023 12:01:00 AM,04/21/2023 11:59:00 PM,04/18/2023 09:56:27 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   37 STREET between 9 AVENUE and 10 AVENUE,Manhattan,4,"10, 14",Theater,Theater,United States of America,10018
709391,Shooting Permit,04/20/2023 09:00:00 AM,04/21/2023 02:00:00 AM,04/18/2023 08:50:19 AM,"Mayor's Office of Film, Theatre & Broadcasting","43 AVENUE between 32 PLACE and 33 STREET,  33 STREET between 43 AVENUE and QUEENS BOULEVARD,  32 PLACE between 43 AVENUE and QUEENS BOULEVARD,  SKILLMAN AVENUE between VAN DAM STREET and 32 PLACE,  32 PLACE between SKILLMAN AVENUE and QUEENS BOULEVARD,  QUEENS BOULEVARD between 32 PLACE and 35 STREET,  VAN DAM STREET between SKILLMAN AVENUE and QUEENS BOULEVARD,  SKILLMAN AVENUE between 34 STREET and 33 STREET",Queens,2,108,Television,Episodic series,United States of America,11101
709232,Shooting Permit,04/21/2023 06:00:00 AM,04/21/2023 08:00:00 PM,04/17/2023 04:44:54 PM,"Mayor's Office of Film, Theatre & Broadcasting",MADISON AVENUE between EAST   23 STREET and EAST   25 STREET,Manhattan,5,13,Commercial,Commercial,United States of America,10010
709199,Shooting Permit,04/20/2023 08:00:00 AM,04/20/2023 10:00:00 PM,04/17/2023 04:07:10 PM,"Mayor's Office of Film, Theatre & Broadcasting","NASSAU AVENUE between KINGSLAND AVENUE and SUTTON STREET,  SUTTON STREET between NORMAN AVENUE and NASSAU AVENUE,  MONITOR STREET between NORMAN AVENUE and NASSAU AVENUE,  NASSAU AVENUE between MONITOR STREET and KINGSLAND AVENUE,  KINGSLAND AVENUE between NORMAN AVENUE and NASSAU AVENUE,  NORMAN AVENUE between NORTH HENRY STREET and SUTTON STREET,  MESEROLE AVENUE between DIAMOND STREET and JEWEL STREET,  JEWEL STREET between CALYER STREET and MESEROLE AVENUE,  DIAMOND STREET between CALYER STREET and MESEROLE AVENUE,  CALYER STREET between JEWEL STREET and DIAMOND STREET,  CALYER STREET between DIAMOND STREET and JEWEL STREET",Queens,"1, 2","108, 94",Television,Cable-episodic,United States of America,"11101, 11222"
709181,Shooting Permit,04/19/2023 10:00:00 AM,04/20/2023 12:00:00 AM,04/17/2023 03:45:22 PM,"Mayor's Office of Film, Theatre & Broadcasting","PLAZA STREET WEST between ST JOHNS PLACE and LINCOLN PLACE,  LINCOLN PLACE between PLAZA STREET WEST and 8 AVENUE,  8 AVENUE between UNION STREET and ST JOHNS PLACE,  43 AVENUE between 32 PLACE and 33 STREET,  33 STREET between 43 AVENUE and QUEENS BOULEVARD,  32 PLACE between 43 AVENUE and QUEENS BOULEVARD,  SKILLMAN AVENUE between VAN DAM STREET and 32 PLACE,  32 PLACE between SKILLMAN AVENUE and QUEENS BOULEVARD,  QUEENS BOULEVARD between 32 PLACE and 35 STREET,  VAN DAM STREET between SKILLMAN AVENUE and QUEENS BOULEVARD,  SKILLMAN AVENUE between 34 STREET and 33 STREET,  FLATBUSH AVENUE between PLAZA STREET WEST and OCEAN AVENUE",Brooklyn,"2, 6","108, 78",Television,Episodic series,United States of America,"11101, 11217"
709171,Shooting Permit,04/21/2023 07:00:00 AM,04/21/2023 07:00:00 PM,04/17/2023 03:25:27 PM,"Mayor's Office of Film, Theatre & Broadcasting",HUDSON STREET between CLARKSON STREET and WEST HOUSTON STREET,Manhattan,2,"1, 6",Television,Episodic series,United States of America,10014
709169,Theater Load in and Load Outs,04/19/2023 12:01:00 AM,04/19/2023 11:59:00 PM,04/17/2023 03:23:03 PM,"Mayor's Office of Film, Theatre & Broadcasting",7 AVENUE between WEST   57 STREET and WEST   56 STREET,Manhattan,5,18,Theater,Theater,United States of America,"10019, 10106"
709156,Shooting Permit,05/15/2023 10:00:00 AM,05/15/2023 09:00:00 PM,04/17/2023 03:09:24 PM,"Mayor's Office of Film, Theatre & Broadcasting",ANDERSON AVENUE between WEST  167 STREET and SHAKESPEARE AVENUE,Bronx,"4, 5","44, 46",Music Video,Independent Artist,United States of America,10452
709155,Shooting Permit,04/22/2023 07:00:00 AM,04/22/2023 08:00:00 PM,04/17/2023 03:07:19 PM,"Mayor's Office of Film, Theatre & Broadcasting","GREENWICH STREET between CHARLES STREET and WEST   10 STREET,  CHARLES STREET between GREENWICH STREET and HUDSON STREET,  GREENWICH STREET between CHARLES STREET and PERRY STREET",Manhattan,2,6,Commercial,Commercial,United States of America,10014
709154,Shooting Permit,04/26/2023 06:00:00 AM,04/26/2023 09:00:00 PM,04/17/2023 03:06:59 PM,"Mayor's Office of Film, Theatre & Broadcasting","WESTMINSTER ROAD between CHURCH AVENUE and ALBERMARLE ROAD,  WESTMINSTER ROAD between CHURCH AVENUE and CATON AVENUE",Brooklyn,14,70,Commercial,Commercial,United States of America,11218
709152,Shooting Permit,04/21/2023 06:00:00 AM,04/21/2023 11:59:00 PM,04/17/2023 02:58:19 PM,"Mayor's Office of Film, Theatre & Broadcasting","REVIEW AVENUE between 29 STREET and 35 STREET,  STARR AVENUE between VANDAM STREET and BORDEN AVENUE",Queens,2,108,Commercial,Commercial,United States of America,11101
709146,Shooting Permit,04/21/2023 08:00:00 AM,04/21/2023 11:30:00 PM,04/17/2023 02:51:48 PM,"Mayor's Office of Film, Theatre & Broadcasting","JAVA STREET between WEST STREET and DEAD END,  KENT STREET between WEST STREET and DEAD END",Brooklyn,1,94,Television,Episodic series,United States of America,11222
709121,Theater Load in and Load Outs,05/02/2023 06:00:00 AM,05/02/2023 11:59:00 PM,04/17/2023 02:07:33 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   16 STREET between 9 AVENUE and 10 AVENUE,Manhattan,4,10,Theater,Theater,United States of America,10011
709115,Shooting Permit,04/27/2023 06:00:00 AM,04/28/2023 01:00:00 AM,04/17/2023 02:01:11 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   23 STREET between 10 AVENUE and 11 AVENUE,  WEST   23 STREET between 9 AVENUE and 10 AVENUE",Manhattan,4,10,Television,Episodic series,United States of America,10011
709074,Shooting Permit,04/20/2023 06:00:00 AM,04/20/2023 11:00:00 PM,04/17/2023 12:57:03 PM,"Mayor's Office of Film, Theatre & Broadcasting","8 AVENUE between WEST   43 STREET and WEST   45 STREET,  WEST   44 STREET between 8 AVENUE and 9 AVENUE,  9 AVENUE between WEST   43 STREET and WEST   46 STREET,  WEST   44 STREET between 7 AVENUE and 8 AVENUE,  WEST   45 STREET between 8 AVENUE and 9 AVENUE",Manhattan,"4, 5","14, 18",Commercial,Commercial,United States of America,10036
709070,Shooting Permit,04/26/2023 07:00:00 AM,04/26/2023 10:00:00 PM,04/17/2023 12:53:45 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   44 STREET between BROADWAY and 6 AVENUE,  WEST   43 STREET between BROADWAY and 6 AVENUE,  WEST   43 STREET between 6 AVENUE and 5 AVENUE,  WEST   44 STREET between 5 AVENUE and 6 AVENUE,  EAST   44 STREET between 5 AVENUE and MADISON AVENUE,  ST NICHOLAS AVENUE between WEST  179 STREET and WEST  175 STREET,  WEST  176 STREET between SAINT NICHOLAS AVENUE and BROADWAY,  WADSWORTH AVENUE between WEST  177 STREET and WEST  175 STREET,  BROADWAY between WEST  176 STREET and WEST  174 STREET,  WEST  181 STREET between FT WASHINGTON AVENUE and MAGAW PLACE",Manhattan,"12, 5","14, 33, 34",Television,Episodic series,United States of America,"10017, 10033, 10036"
709063,Theater Load in and Load Outs,04/28/2023 12:01:00 AM,05/02/2023 11:59:00 PM,04/17/2023 12:52:02 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   60 STREET between BROADWAY and COLUMBUS AVENUE,  WEST   60 STREET between COLUMBUS AVENUE and AMSTERDAM AVENUE",Manhattan,"4, 7","18, 20",Theater,Theater,United States of America,"10019, 10023"
709056,Theater Load in and Load Outs,04/30/2023 03:00:00 PM,05/01/2023 11:59:00 PM,04/17/2023 12:43:36 PM,"Mayor's Office of Film, Theatre & Broadcasting",5 AVENUE between EAST   78 STREET and EAST   79 STREET,Manhattan,"64, 8","19, 22",Theater,Theater,United States of America,"10023, 10024, 10025, 10028, 10075"
709029,Shooting Permit,04/27/2023 05:00:00 AM,04/27/2023 09:00:00 PM,04/17/2023 11:52:31 AM,"Mayor's Office of Film, Theatre & Broadcasting",BARRETTO STREET between GARRISON AVENUE and LAFAYETTE AVENUE,Bronx,2,41,Commercial,Industrial/Corporate,United States of America,10474
709015,Shooting Permit,05/02/2023 07:00:00 AM,05/02/2023 09:00:00 PM,04/17/2023 11:29:37 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   33 STREET between 8 AVENUE and 9 AVENUE,Manhattan,4,14,Commercial,Industrial/Corporate,United States of America,10001
709009,Shooting Permit,04/22/2023 04:00:00 PM,04/23/2023 04:00:00 AM,04/17/2023 11:23:40 AM,"Mayor's Office of Film, Theatre & Broadcasting","DIVISION STREET between ALLEN STREET and ELDRIDGE STREET,  FORSYTH STREET between DIVISION STREET and CANAL STREET,  EAST BROADWAY between MARKET STREET and PIKE STREET,  MARKET STREET between DIVISION STREET and EAST BROADWAY,  ALLEN STREET between DIVISION STREET and CANAL STREET,  CANAL STREET between FORSYTH STREET and ELDRIDGE STREET,  ALLEN STREET between HESTER STREET and CANAL STREET,  PIKE STREET between EAST BROADWAY and HENRY STREET,  ESSEX STREET between GRAND STREET and CANAL STREET",Manhattan,3,"5, 7",Television,Cable-episodic,United States of America,10002
709005,Theater Load in and Load Outs,04/20/2023 06:00:00 AM,04/23/2023 01:00:00 PM,04/17/2023 11:20:38 AM,"Mayor's Office of Film, Theatre & Broadcasting","ATLANTIC AVENUE between FORT GREENE PLACE and 6 AVENUE,  FLATBUSH AVENUE between DEAN STREET and ATLANTIC AVENUE,  DEAN STREET between 6 AVENUE and FLATBUSH AVENUE",Brooklyn,"2, 6",78,Theater,Theater,United States of America,11217
708977,Shooting Permit,05/01/2023 07:00:00 AM,05/01/2023 07:00:00 PM,04/17/2023 10:47:53 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   33 STREET between 8 AVENUE and 9 AVENUE,Manhattan,4,14,Commercial,Industrial/Corporate,United States of America,10001
708974,Theater Load in and Load Outs,05/15/2023 06:00:00 AM,05/16/2023 11:59:00 PM,04/17/2023 10:45:56 AM,"Mayor's Office of Film, Theatre & Broadcasting",MONTGOMERY STREET between SOUTH STREET and MONROE STREET,Manhattan,3,7,Theater,Theater,United States of America,10002
708943,Shooting Permit,04/20/2023 01:00:00 PM,04/21/2023 02:00:00 AM,04/17/2023 09:54:18 AM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   39 STREET between PARK AVENUE and MADISON AVENUE,  EAST   41 STREET between PARK AVENUE and LEXINGTON AVENUE,  WEST   43 STREET between 6 AVENUE and BROADWAY,  6 AVENUE between WEST   43 STREET and WEST   44 STREET,  WEST   45 STREET between 6 AVENUE and BROADWAY,  WEST   43 STREET between 6 AVENUE and BROADWAY,  EAST   43 STREET between 5 AVENUE and MADISON AVENUE,  EAST   44 STREET between 5 AVENUE and MADISON AVENUE,  MADISON AVENUE between EAST   44 STREET and EAST   43 STREET,  WEST   44 STREET between 6 AVENUE and BROADWAY,  WEST   44 STREET between 5 AVENUE and 6 AVENUE,  WEST   43 STREET between 5 AVENUE and 6 AVENUE",Manhattan,"5, 6","14, 17, 18",Film,Feature,United States of America,"10016, 10017, 10018, 10036, 10173"
708924,Shooting Permit,04/25/2023 07:00:00 AM,04/25/2023 10:00:00 PM,04/17/2023 09:26:06 AM,"Mayor's Office of Film, Theatre & Broadcasting","EAGLE STREET between FRANKLIN STREET and WEST STREET,  WEST STREET between EAGLE STREET and FREEMAN STREET,  FREEMAN STREET between WEST STREET and FRANKLIN STREET,  FRANKLIN STREET between EAGLE STREET and FREEMAN STREET",Brooklyn,1,94,Television,Episodic series,United States of America,11222
708920,Shooting Permit,04/24/2023 07:00:00 AM,04/24/2023 10:00:00 PM,04/17/2023 09:20:08 AM,"Mayor's Office of Film, Theatre & Broadcasting","EAGLE STREET between FRANKLIN STREET and WEST STREET,  WEST STREET between EAGLE STREET and FREEMAN STREET,  FREEMAN STREET between WEST STREET and FRANKLIN STREET,  FRANKLIN STREET between EAGLE STREET and FREEMAN STREET",Brooklyn,1,94,Television,Episodic series,United States of America,11222
708916,Shooting Permit,04/23/2023 07:00:00 AM,04/23/2023 11:00:00 PM,04/17/2023 09:13:14 AM,"Mayor's Office of Film, Theatre & Broadcasting","EAGLE STREET between FRANKLIN STREET and WEST STREET,  WEST STREET between EAGLE STREET and FREEMAN STREET,  FREEMAN STREET between WEST STREET and FRANKLIN STREET,  FRANKLIN STREET between EAGLE STREET and FREEMAN STREET",Brooklyn,1,94,Television,Episodic series,United States of America,11222
708912,Shooting Permit,04/19/2023 06:00:00 AM,04/19/2023 09:00:00 PM,04/17/2023 09:09:18 AM,"Mayor's Office of Film, Theatre & Broadcasting","BOND STREET between BROADWAY and LAFAYETTE STREET,  LAFAYETTE STREET between BLEECKER STREET and EAST    4 STREET,  BROADWAY between BOND STREET and WAVERLY PLACE,  GREAT JONES STREET between BROADWAY and LAFAYETTE STREET",Manhattan,2,"6, 9",Commercial,Commercial,United States of America,"10003, 10012"
708596,Shooting Permit,04/25/2023 07:00:00 AM,04/25/2023 05:00:00 PM,04/15/2023 01:36:52 PM,"Mayor's Office of Film, Theatre & Broadcasting","RIVERSIDE DRIVE between WEST   91 STREET and WEST   92 STREET,  WEST   92 STREET between RIVERSIDE DRIVE and WEST END AVENUE",Manhattan,7,24,Film,Feature,United States of America,"10024, 10025"
708594,Shooting Permit,04/21/2023 03:00:00 PM,04/22/2023 01:00:00 AM,04/15/2023 01:31:24 PM,"Mayor's Office of Film, Theatre & Broadcasting","KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE",Brooklyn,1,94,Film,Feature,United States of America,11222
708409,Shooting Permit,04/19/2023 07:00:00 AM,04/19/2023 09:00:00 PM,04/14/2023 03:21:45 PM,"Mayor's Office of Film, Theatre & Broadcasting","68 AVENUE between FOREST AVENUE and 60 STREET,  FOREST AVENUE between 68 ROAD and CATALPA AVENUE,  FOREST AVENUE between 68 ROAD and CORNELIA STREET,  FOREST AVENUE between 68 ROAD and CATALPA AVENUE,  FOREST AVENUE between 68 ROAD and CORNELIA STREET,  68 ROAD between FOREST AVENUE and WOODWARD AVENUE,  68 ROAD between WOODWARD AVENUE and FOREST AVENUE,  FAIRVIEW AVENUE between MADISON STREET and PUTNAM AVENUE,  WOODWARD AVENUE between CORNELIA STREET and CATALPA AVENUE,  CORNELIA STREET between WOODWARD AVENUE and FOREST AVENUE,  MADISON STREET between WOODWARD AVENUE and FAIRVIEW AVENUE,  PUTNAM AVENUE between WOODWARD AVENUE and FAIRVIEW AVENUE,  70 AVENUE between FOREST AVENUE and 60 STREET,  WOODWARD AVENUE between STARR STREET and DEKALB AVENUE",Queens,5,104,Television,Episodic series,United States of America,11385
708408,Shooting Permit,04/18/2023 07:00:00 AM,04/18/2023 11:00:00 PM,04/14/2023 03:18:42 PM,"Mayor's Office of Film, Theatre & Broadcasting","43 AVENUE between 32 PLACE and 33 STREET,  33 STREET between 43 AVENUE and QUEENS BOULEVARD,  32 PLACE between 43 AVENUE and QUEENS BOULEVARD,  SKILLMAN AVENUE between VAN DAM STREET and 32 PLACE,  32 PLACE between SKILLMAN AVENUE and QUEENS BOULEVARD,  QUEENS BOULEVARD between 32 PLACE and 35 STREET,  VAN DAM STREET between SKILLMAN AVENUE and QUEENS BOULEVARD,  SKILLMAN AVENUE between 34 STREET and 33 STREET",Queens,2,108,Television,Episodic series,United States of America,11101
708377,Theater Load in and Load Outs,04/21/2023 07:00:00 AM,04/21/2023 07:00:00 PM,04/14/2023 02:21:08 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST  176 STREET between BROADWAY and WADSWORTH AVENUE,  BROADWAY between WEST  175 STREET and WEST  176 STREET",Manhattan,12,33,Television,Episodic series,United States of America,10033
708376,Theater Load in and Load Outs,04/20/2023 07:00:00 AM,04/20/2023 07:00:00 PM,04/14/2023 02:20:49 PM,"Mayor's Office of Film, Theatre & Broadcasting","BROADWAY between WEST  175 STREET and WEST  176 STREET,  WEST  176 STREET between BROADWAY and WADSWORTH AVENUE",Manhattan,12,33,Television,Episodic series,United States of America,10033
708375,Theater Load in and Load Outs,04/18/2023 07:00:00 AM,04/18/2023 07:00:00 PM,04/14/2023 02:18:40 PM,"Mayor's Office of Film, Theatre & Broadcasting",ASHLAND PLACE between FULTON STREET and DEKALB AVENUE,Brooklyn,2,88,Theater,Theater,United States of America,11217
708343,Shooting Permit,04/19/2023 06:00:00 AM,04/19/2023 06:00:00 PM,04/14/2023 12:57:10 PM,"Mayor's Office of Film, Theatre & Broadcasting",BANKER STREET between NORMAN AVENUE and MESEROLE AVENUE,Brooklyn,1,94,Still Photography,Not Applicable,United States of America,"11211, 11222, 11249"
708315,Shooting Permit,04/17/2023 06:00:00 AM,04/17/2023 10:00:00 PM,04/14/2023 12:04:24 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   44 STREET between 8 AVENUE and 9 AVENUE,  8 AVENUE between WEST   44 STREET and WEST   45 STREET,  WEST   45 STREET between 8 AVENUE and 9 AVENUE,  9 AVENUE between WEST   45 STREET and WEST   46 STREET",Manhattan,"4, 5","14, 18",Television,Episodic series,United States of America,10036
708313,Shooting Permit,04/20/2023 07:00:00 AM,04/20/2023 09:00:00 PM,04/14/2023 12:00:37 PM,"Mayor's Office of Film, Theatre & Broadcasting",WELLINGTON COURT between RUGBY ROAD and DEAD END,Brooklyn,14,70,WEB,Not Applicable,United States of America,11230
708311,Shooting Permit,04/20/2023 12:00:00 PM,04/21/2023 02:00:00 AM,04/14/2023 11:55:30 AM,"Mayor's Office of Film, Theatre & Broadcasting","KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE",Brooklyn,1,94,Film,Feature,United States of America,11222
708306,Shooting Permit,04/18/2023 07:00:00 AM,04/18/2023 11:00:00 PM,04/14/2023 11:35:14 AM,"Mayor's Office of Film, Theatre & Broadcasting","43 AVENUE between 32 PLACE and 33 STREET,  33 STREET between 43 AVENUE and QUEENS BOULEVARD,  32 PLACE between 43 AVENUE and QUEENS BOULEVARD,  SKILLMAN AVENUE between VAN DAM STREET and 32 PLACE,  32 PLACE between SKILLMAN AVENUE and QUEENS BOULEVARD,  QUEENS BOULEVARD between 32 PLACE and 35 STREET,  VAN DAM STREET between SKILLMAN AVENUE and QUEENS BOULEVARD,  SKILLMAN AVENUE between 34 STREET and 33 STREET",Queens,2,108,Television,Episodic series,United States of America,11101
708300,Shooting Permit,04/21/2023 04:00:00 PM,04/22/2023 08:00:00 AM,04/14/2023 11:17:38 AM,"Mayor's Office of Film, Theatre & Broadcasting","DIVISION STREET between ALLEN STREET and ELDRIDGE STREET,  FORSYTH STREET between DIVISION STREET and CANAL STREET,  EAST BROADWAY between CATHERINE STREET and PIKE STREET,  MARKET STREET between DIVISION STREET and EAST BROADWAY,  ALLEN STREET between DIVISION STREET and CANAL STREET,  CANAL STREET between FORSYTH STREET and ELDRIDGE STREET,  PIKE STREET between EAST BROADWAY and HENRY STREET,  ESSEX STREET between GRAND STREET and CANAL STREET,  GRAND STREET between ALLEN STREET and ESSEX STREET,  GRAND STREET between SUFFOLK STREET and ESSEX STREET",Manhattan,3,"5, 7",Television,Episodic series,United States of America,10002
708298,Shooting Permit,04/20/2023 04:00:00 PM,04/21/2023 08:00:00 AM,04/14/2023 11:06:49 AM,"Mayor's Office of Film, Theatre & Broadcasting","DIVISION STREET between ALLEN STREET and ELDRIDGE STREET,  FORSYTH STREET between DIVISION STREET and CANAL STREET,  EAST BROADWAY between CATHERINE STREET and PIKE STREET,  MARKET STREET between DIVISION STREET and EAST BROADWAY,  ALLEN STREET between DIVISION STREET and CANAL STREET,  CANAL STREET between FORSYTH STREET and ELDRIDGE STREET,  PIKE STREET between EAST BROADWAY and HENRY STREET,  ESSEX STREET between GRAND STREET and CANAL STREET,  GRAND STREET between ALLEN STREET and ESSEX STREET,  GRAND STREET between SUFFOLK STREET and ESSEX STREET",Manhattan,3,"5, 7",Television,Episodic series,United States of America,10002
708290,Shooting Permit,04/18/2023 09:00:00 AM,04/18/2023 09:00:00 PM,04/14/2023 10:45:02 AM,"Mayor's Office of Film, Theatre & Broadcasting","180 STREET between 75 AVENUE and 73 AVENUE,  75 AVENUE between 179 STREET and 180 STREET,  179 STREET between UNION TURNPIKE and 75 AVENUE,  UNION TURNPIKE between 179 STREET and 181 STREET,  180 STREET between UNION TURNPIKE and 75 AVENUE,  180 STREET between UNION TURNPIKE and 75 AVENUE",Queens,8,107,Commercial,Commercial,United States of America,11366
708277,Shooting Permit,04/19/2023 02:00:00 PM,04/20/2023 04:00:00 AM,04/14/2023 10:10:23 AM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   54 STREET between 5 AVENUE and 6 AVENUE,  WEST   53 STREET between 5 AVENUE and 6 AVENUE,  EAST   54 STREET between 5 AVENUE and MADISON AVENUE,  EAST   54 STREET between 5 AVENUE and MADISON AVENUE,  EAST   53 STREET between 5 AVENUE and MADISON AVENUE,  EAST   60 STREET between LEXINGTON AVENUE and 3 AVENUE,  EAST   61 STREET between LEXINGTON AVENUE and 3 AVENUE,  3 AVENUE between EAST   60 STREET and EAST   61 STREET,  LEXINGTON AVENUE between EAST   62 STREET and EAST   63 STREET,  EAST   62 STREET between PARK AVENUE and 3 AVENUE,  EAST   60 STREET between PARK AVENUE and MADISON AVENUE,  WEST   55 STREET between 5 AVENUE and 6 AVENUE",Manhattan,"5, 8","18, 19",Film,Feature,United States of America,"10019, 10022, 10065"
708269,Shooting Permit,04/18/2023 07:00:00 AM,04/18/2023 10:00:00 PM,04/14/2023 09:30:48 AM,"Mayor's Office of Film, Theatre & Broadcasting","STARR STREET between WYCKOFF AVENUE and IRVING AVENUE,  WYCKOFF AVENUE between TROUTMAN STREET and WILLOUGHBY AVENUE,  IRVING AVENUE between STARR STREET and WILLOUGHBY AVENUE,  WYCKOFF AVENUE between WILLOUGHBY AVENUE and HART STREET,  WILLOUGHBY AVENUE between WYCKOFF AVENUE and ST NICHOLAS AVENUE,  STARR STREET between WYCKOFF AVENUE and ST NICHOLAS AVENUE,  FLUSHING AVENUE between WYCKOFF AVENUE and STEWART AVENUE,  KNICKERBOCKER AVENUE between STARR STREET and SUYDAM STREET,  STARR STREET between KNICKERBOCKER AVENUE and IRVING AVENUE",Brooklyn,"1, 4","83, 90",Television,Episodic series,United States of America,11237
708260,Shooting Permit,04/24/2023 06:00:00 AM,04/24/2023 11:00:00 PM,04/14/2023 08:45:13 AM,"Mayor's Office of Film, Theatre & Broadcasting","31 AVENUE between 36 STREET and STEINWAY STREET,  38 STREET between 31 AVENUE and 30 AVENUE,  STEINWAY STREET between 30 AVENUE and BROADWAY,  NORTH HENRY STREET between GREENPOINT AVENUE and MESEROLE AVENUE,  RUSSELL STREET between GREENPOINT AVENUE and CALYER STREET,  37 STREET between 31 AVENUE and 30 AVENUE,  38 STREET between 31 AVENUE and BROADWAY",Queens,1,"114, 94",Television,Episodic series,United States of America,"11103, 11106, 11222"
708203,Shooting Permit,04/18/2023 12:30:00 AM,04/19/2023 02:00:00 AM,04/13/2023 06:32:46 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST  167 STREET between FINDLAY AVENUE and TELLER AVENUE,  TELLER AVENUE between EAST  166 STREET and EAST  167 STREET,  VERNON BOULEVARD between 41 AVENUE and QUEENS PLAZA SOUTH,  WEST   55 STREET between FIFTH AVENUE and SIXTH AVENUE,  WEST   54 STREET between FIFTH AVENUE and SIXTH AVENUE,  WEST   54 STREET between FIFTH AVENUE and SIXTH AVENUE,  NAVY STREET between FLUSHING AVENUE and PARK AVE.,  BOWERY between DIVISION STREET and BAYARD STREET",Bronx,"1, 2, 3, 4, 5","108, 114, 18, 44, 5, 7, 84, 88",Television,Pilot,United States of America,"10002, 10013, 10019, 10456, 11101, 11201"
708164,Shooting Permit,04/19/2023 06:00:00 AM,04/19/2023 08:00:00 PM,04/13/2023 04:02:06 PM,"Mayor's Office of Film, Theatre & Broadcasting",JAY STREET between GREENWICH STREET and HUDSON STREET,Manhattan,1,1,Still Photography,Not Applicable,United States of America,10013
708144,Shooting Permit,04/19/2023 07:00:00 AM,04/19/2023 09:00:00 PM,04/13/2023 03:13:35 PM,"Mayor's Office of Film, Theatre & Broadcasting","MESEROLE AVENUE between MCGUINNESS BOULEVARD and NEWEL STREET,  MCGUINNESS BOULEVARD between MESEROLE AVENUE and NORMAN AVENUE,  NEWEL STREET between MESEROLE AVENUE and NORMAN AVENUE,  NEWEL STREET between MESEROLE AVENUE and CALYER STREET,  MESEROLE AVENUE between DIAMOND STREET and JEWEL STREET,  JEWEL STREET between CALYER STREET and MESEROLE AVENUE,  DIAMOND STREET between CALYER STREET and MESEROLE AVENUE,  CALYER STREET between JEWEL STREET and MOULTRIE STREET,  CALYER STREET between DIAMOND STREET and JEWEL STREET",Brooklyn,1,94,Television,Cable-episodic,United States of America,11222
708141,Shooting Permit,04/18/2023 06:00:00 AM,04/18/2023 08:00:00 PM,04/13/2023 03:05:46 PM,"Mayor's Office of Film, Theatre & Broadcasting",RIVER STREET between GRAND STREET and NORTH    1 STREET,Brooklyn,1,90,Still Photography,Not Applicable,United States of America,11249
708131,Shooting Permit,04/24/2023 08:00:00 AM,04/24/2023 10:00:00 PM,04/13/2023 02:53:22 PM,"Mayor's Office of Film, Theatre & Broadcasting","HUGHES AVENUE between EAST  186 STREET and EAST  188 STREET,  EAST  187 STREET between ARTHUR AVENUE and BELMONT AVENUE",Bronx,6,48,Film,Feature,United States of America,10458
708121,Shooting Permit,04/21/2023 07:00:00 AM,04/21/2023 10:00:00 PM,04/13/2023 02:37:34 PM,"Mayor's Office of Film, Theatre & Broadcasting","MADISON AVENUE between EAST   69 STREET and EAST   66 STREET,  EAST   67 STREET between MADISON AVENUE and 5 AVENUE,  EAST   67 STREET between MADISON AVENUE and PARK AVENUE,  EAST   62 STREET between PARK AVENUE and 3 AVENUE,  LEXINGTON AVENUE between EAST   63 STREET and EAST   61 STREET,  3 AVENUE between EAST   49 STREET and EAST   47 STREET,  EAST   44 STREET between LEXINGTON AVENUE and 3 AVENUE,  EAST   43 STREET between LEXINGTON AVENUE and 3 AVENUE,  3 AVENUE between EAST   47 STREET and EAST   43 STREET,  EAST   48 STREET between 3 AVENUE and 2 AVENUE,  EAST   68 STREET between MADISON AVENUE and PARK AVENUE",Manhattan,"6, 8","17, 19",Television,Episodic series,United States of America,"10017, 10065"
